Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
361,,1a,PE,0,0.1,0,1.1,"Eraser = .10, Pencil= 1.10",1,0.9,1,0.9,Banana = $.90,1,100,1,100,0.85,85,0.75,75
362,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.6,60%,0.98,98%
363,,2b,PE,0,1.05,0,2,"The pencil costs $1.05 and the eraser is 5 cents, otherwise the statement about their costs would mean the total was $2 which is incorrect per original information.",1,0.9,1,0.9,"$0.90, it's not possible that both cost what they appear to due to the odd total. You would need a penny for a round total.",0.95,"95%, same as last question with my personal experience.",0.85,"85%, I was taught this method from my elementary school teacher who had learned it as part of her course work on basic arithmetic at University so it has been well validated by many others beyond myself. But still room for human error in input or other factors that may be missed here.",0.6,"60%, seems like a bit harder equation due to dealing with fractions/decimals rather than whole numbers so likely more mistakes made here.",0.75,"75%, most people who think about the situation and its variables should get the right answer but there will always be some outliers."
364,,1b,BM,0,2.9,1,45,"First thing's first, let me state again that I do not feel completely comfortable solving these types of problems when explicit values aren't provided for each variable.  However, assuming that you meant what you wrote (as opposed to intending something different), then the equation would look something like this: Banana + Magazine = $2.90 ; Magazine = Banana + $2.  Solving for the Banana using simple algebra gives us an answer of 45 cents.",1,0.1,1,0.1,".10 cents.  You asked how much the eraser costs, not how much more it costs.",0.95,"Given the parameters set forth in your problem statement, I believe my solution is valid and accurate.  Therefore, my confidence level is at 95%.",0.9,"I'm fairly confident that this is correct because I know what you meant by asking ""how much"" rather than ""how much more"".  Since the two objects together cost exactly one dollar ten cents, all I need to do was subtract the value of the first item from the total, which would give me the second item's cost.  If you had asked for the additional cost of the eraser over the pencil then my answer might have been different because the price difference between them isn't explicitly stated as such.  However, since this question only asks about the cost of each object individually, I stand firm on my initial assessment of .10 cents for the eraser.  My confidence level is at 90%.",0.85,"Again, this depends upon their interpretation skills and attentiveness.  Some might make assumptions about what was actually being asked which could lead them astray.  However, if they read carefully and solve for the variables according to basic mathematical principles, I think most individuals should arrive at the same conclusion as I did.  So, based on those assumptions, I estimate that around 85% of participants answered correctly.",0.75,"It depends on whether or not they read carefully enough before responding.  Those who paid close attention like myself should be able to figure out that I can't solve it without making assumptions based upon my understanding of English grammar and semantics.  Others might assume that ""how much does the eraser cost?"" actually means ""how much more does the eraser cost compared to the pencil"", but we don't know if that was intended.  That being said, I think most people will respond with .10 cents given their interpretation of the prompt.  Based solely off of this assumption, I'd estimate that around 75% of participants answered correctly."
365,,1a,PE,1,0.05,1,0.05,"Eraser costs $.05, Pencil would be $1.05 which is $1 more expensive than .05 for the eraser",1,0.9,0,2,"Banana costs $.90, Magazine was priced at $2",0.0005,"90%. I am sure that there isn't enough information to calculate exactly how much the eraser cost, but since it has to be less than half the total price, it can only be .05 or close to that number.",1,100%. There is no need for calculation; the price is clearly written on both items.,0.001,"20%, because most will choose $0.10 as an answer since they don't think about the possibility that the numbers might not have to add up to the total given.",0.8,Over 80%. This question seems straightforward enough that many should get it right.
366,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,1,100%,1,100%,0.75,75%,0.6,60%
367,,1b,BM,0,0.9,0,0.9,$0.90 for the banana as the magazine's extra cost above the banana must equal two dollars,1,10,0,1,"10 cents, because they want you to think that the cost for both is 1 dollar plus the additional cost of an item which would be another dime for a total of 1 dollar ten cents",1,100%,1,100 percent,,"Again, I don't know anything about any others answering these problems but suspect there might be some errors in logic.",,I do not have enough information about other participants or their thought processes.
368,,1a,PE,1,0.05,0,1,"$.05 ($.95+$.05=$1.00, this answer was coded as the wrong response)",1,0.9,1,0.9,$.90 (correct response),0.75,75% (This participant was also unsure of their initial response when it did not meet up with the researcher's expectations),0.85,85%,0.2,20%,0.5,50% (the study concluded that there is no difference between confidence ratings on easy questions than hard questions for problems solved correctly; participants are unaware of their lack of skill; they just assume that other people do as badly)
369,,2b,PE,1,0.05,0,1.05,"Eraser= $.05, Pencil=$1.05",1,0.9,1,0.9,.90c,0.98,"98%. I feel pretty good about my answer because that's the way I would charge for it at work, but the phrasing threw me off a little bit.",1,100%.,0.2,20%. This one is definitely tricky and requires you to think through the wording carefully. If I had encountered this when I was younger I probably wouldn't have gotten it right.,0.7,70%
370,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.75,75%.,0.85,85%.,0.35,35%.,0.65,65%.
371,,2a,BM,0,10,0,10,10 cents,1,10,1,10,10 cents,0.5,50,0.95,95,0.1,10,0.5,50
372,,1a,PE,0,0.1,0,0.1,Eraser cost .10,1,0.9,1,0.9,Banana cost .90,0.8,I am 80 percent confident that this is correct,0.7,I am about 70 percent confident in my response.,0.65,65%,0.5,Approximately 50 %
373,,2b,PE,0,,0,,I think that's impossible because if you subtract one dollar then the eraser would be negative ten cents.,1,0.9,1,0.9,The banana costs $.90,0.7,70,1,100,0.5,Less than 50% probably,0.85,85
374,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.75,"I am about 75% sure, it has been a long time since I took algebra but my guess seems reasonable based on that information",1,100%. That is an exact value with no calculations required.,0.3,"30%, because most people forget that prices can be decimals.",0.8,"80%, its basic addition"
375,,2a,BM,0,2,0,2,Banana = price; Magazine = (price +2) = total - (banana+2),0,1,1,0.1,Pencil =$1; Eraser= $1.10(pencil+eraser) = $0.10 => Eraser = $0.10,0.45,45,0.75,75,0.5,50,0.85,85
376,,2a,BM,1,0.45,0,0.95,"The banana costs $.45 cents. I set up the following equation:  (M = m +2). I then set up another equation based on the total cost, so M+m= 2.90. Given this information, I was able to determine that m has to be $.45 and M has to be $.95.",1,0.1,0,1.1,$.10. That is because 1 + .10 = 1.10.,0.85,"85%. I did just do it quickly without double checking my work, but am confident that there isn't anything else it could reasonably be.",0.03,95%. My reasoning was very simple. It took me less than 3 seconds to think it out.,0.7,"70%, since it is straightforward if they understand that it asks for the price of the banana and know how to manipulate basic algebraic equations. However, those who may have entered in an answer directly without solving or manipulating the numbers provided might enter incorrect values.",0.85,"85%. This one seems more intuitive. There is no need to set up equations since only one value fits. Therefore, I assume that most people will be able to get it correct."
377,,1b,BM,0,2.9,0,0.9,If the magazine costs two dollars more than the banana then subtracting two dollars would give us the value of the banana.  2.90-2=.90 so the banana costs ninety cents.,1,0.1,0,1,"$.10, I assume that they're selling it as a set for $1.10 which includes a free eraser if you buy the $1 pencil separately.",1,100%,1,100%,,"Less than fifty percent because people sometimes do things like forget that subtraction can be used or don't understand what ""x more than y"" means.",0.85,85%.  I think some people get confused by thinking too deeply about it.  It's more intuitive than mathematical.
378,,1a,PE,0,0.1,0,1,Eraser cost $.10; Pencil price=$1.10-.10=$1,1,0.9,1,0.9,Banana cost $0.90.,1,100%.,1,100%.,0.95,I think about 95%,0.7,"I believe around 70% because when there is some fraction involved, more people would make an error."
379,,2b,PE,0,,0,,Eraser cost ten cents.,1,90,1,90,"The banana costs 90 cents. (This question required that the participant subtracted the cost of the magazine from the total cost, and then answered for the remaining price of the banana.)",1,"100%. (Her response indicates she is certain about her answers, although further examination reveals some inconsistencies. )",1,100%. (This confidence level was appropriate if she used basic addition and subtraction correctly.),-0.9,It seems pretty simple too. Most people would get that correct - maybe around 75%-90%.,0.95,I think most people can do it right so probably 80 to 95 percent.
380,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9837,I am 98.37% sure that I'm right!,0.92,I am 92% sure that I'm right!,0.75,About 75%,-0.4,Probably less than half; I think maybe 30-40%.
381,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%.  It's been awhile since I did basic algebra but it should be close to that amount if the question was phrased like an equation.,0.99,99%,0.5,"Maybe half of those taking the survey will answer correctly, so around 50%.  People who have had recent experience with elementary math should perform well while others might struggle with interpreting the wording correctly.",0.75,I think 75% of people answered correctly.
