Subject,Dataset,Age,Age_break_new,Age_break,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff
323,Llama2,21,Age_20_21,Age_20_22,Male,PE,1a,0,35,0,45,-999,-999,0.85,0.8,0.7,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
323,Llama2,21,Age_20_21,Age_20_22,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.9,0.9,0.8,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
324,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,50,1,10,-999,-999,0.6,0.8,0.84,0.79,-999,-999,-999,-999,-999,-999,-999,-999,-999
324,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1.5,1,0.1,-999,-999,0.8,0.9,0.7,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
324,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1,1,0.1,-999,-999,0.8,0.6,0.75,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
324,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1.5,1,0.1,-999,-999,0.875,0.875,0.5625,0.4375,-999,-999,-999,-999,-999,-999,-999,-999,-999
325,Llama2,39,Age_34_41,Age_36_40,Female,PE,2b,0,0.45,1,0.9,-999,-999,0.65,0.75,0.5,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
325,Llama2,39,Age_34_41,Age_36_40,Female,PE,2b,0,0.5,0,1.9,-999,-999,0.65,0.85,0.7,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
325,Llama2,39,Age_34_41,Age_36_40,Female,PE,2b,0,0.1,1,0.9,-999,-999,0.7,0.85,0.6,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
325,Llama2,39,Age_34_41,Age_36_40,Female,PE,2b,0,0.2,1,0.9,-999,-999,0.8,0.75,0.8,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
326,Llama2,24,Age_22_24,Age_23_24,Male,PE,1a,0,90,0,1.1,-999,-999,0.5,0.6,0.8,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
326,Llama2,24,Age_22_24,Age_23_24,Male,PE,1a,1,5,1,90,-999,-999,0.8,0.7,0.9,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
326,Llama2,24,Age_22_24,Age_23_24,Male,PE,1a,1,5,1,90,-999,-999,0.8,0.7,0.6,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
326,Llama2,24,Age_22_24,Age_23_24,Male,PE,1a,0,0.5,0,0.8,-999,-999,0.99,0.97,0.6,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
327,Llama2,46,Age_42_65,Age_41_65,Female,PE,2b,0,10,1,90,-999,-999,0.7,0.9,0.65,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
327,Llama2,46,Age_42_65,Age_41_65,Female,PE,2b,0,0.1,1,90,-999,-999,0.75,0.85,0.6,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
327,Llama2,46,Age_42_65,Age_41_65,Female,PE,2b,0,10,1,90,-999,-999,0.84,0.87,0.67,0.53,-999,-999,-999,-999,-999,-999,-999,-999,-999
327,Llama2,46,Age_42_65,Age_41_65,Female,PE,2b,0,50,1,90,-999,-999,0.95,0.85,0.45,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
328,Llama2,24,Age_22_24,Age_23_24,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.8,0.6,0.9,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
328,Llama2,24,Age_22_24,Age_23_24,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.8,0.63,0.79,0.48,-999,-999,-999,-999,-999,-999,-999,-999,-999
328,Llama2,24,Age_22_24,Age_23_24,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.9,1,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
328,Llama2,24,Age_22_24,Age_23_24,Male,PE,1a,0,6,1,90,-999,-999,0.95,0.7,0.8,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
329,Llama2,21,Age_20_21,Age_20_22,Female,PE,1a,0,35,0,80,-999,-999,0.46,0.7,0.7,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
329,Llama2,21,Age_20_21,Age_20_22,Female,PE,1a,1,5,1,90,-999,-999,0.8,0.7,0.6,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
329,Llama2,21,Age_20_21,Age_20_22,Female,PE,1a,0,0.1,1,0.9,-999,-999,0.95,0.7,0.8,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
329,Llama2,21,Age_20_21,Age_20_22,Female,PE,1a,0,9,1,90,-999,-999,0.95,0.86,0.37,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999
330,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,50,1,90,-999,-999,0.6,0.8,0.4,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
330,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.1,1,0.9,-999,-999,0.64,0.75,0.75,0.83,-999,-999,-999,-999,-999,-999,-999,-999,-999
330,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,10,1,0.9,-999,-999,0.8,0.6,0.4,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
330,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,40,1,90,-999,-999,0.82,0.85,0.73,0.76,-999,-999,-999,-999,-999,-999,-999,-999,-999
331,Llama2,32,Age_29_33,Age_30_35,Male,BM,1b,0,50,0,9,-999,-999,0.6,0.8,0.4,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
331,Llama2,32,Age_29_33,Age_30_35,Male,BM,1b,0,0.6,1,0.1,-999,-999,0.7,0.95,0.85,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
331,Llama2,32,Age_29_33,Age_30_35,Male,BM,1b,0,0.5,1,0.1,-999,-999,0.7,0.9,0.3,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
331,Llama2,32,Age_29_33,Age_30_35,Male,BM,1b,0,1.4,1,10,-999,-999,0.7,0.85,0.3,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
332,Llama2,18,Age_18,Age_18,Male,BM,1b,1,45,1,10,-999,-999,0.7,0.95,0.5,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
332,Llama2,18,Age_18,Age_18,Male,BM,1b,0,1,1,0.1,-999,-999,0.7,0.95,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
332,Llama2,18,Age_18,Age_18,Male,BM,1b,0,1.4,1,10,-999,-999,0.8,0.95,0.6,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
332,Llama2,18,Age_18,Age_18,Male,BM,1b,0,1.4,1,10,-999,-999,0.8,0.75,0.55,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
333,Llama2,33,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,1,0.9,-999,-999,0.5,0.7,0.8,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
333,Llama2,33,Age_29_33,Age_30_35,Male,PE,1a,1,5,1,90,-999,-999,0.6,0.7,0.45,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
333,Llama2,33,Age_29_33,Age_30_35,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.8,0.9,0.75,0.93,-999,-999,-999,-999,-999,-999,-999,-999,-999
333,Llama2,33,Age_29_33,Age_30_35,Male,PE,1a,1,5,1,90,-999,-999,0.8,0.9,0.45,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
334,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.9,1,10,-999,-999,0.6,0.95,0.3,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
334,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,60,1,10,-999,-999,0.7,0.95,0.45,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
334,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,50,1,10,-999,-999,0.75,0.95,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
334,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,1,45,1,10,-999,-999,0.85,0.75,0.88,0.86,-999,-999,-999,-999,-999,-999,-999,-999,-999
335,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,0,1.5,1,0.1,-999,-999,0.4,0.25,0.7,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
335,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,0,10,1,10,-999,-999,0.65,0.85,0.4,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
335,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,0,0.5,1,0.1,-999,-999,0.8,0.6,0.4,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
335,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,0,1,1,10,-999,-999,0.85,0.95,0.47,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
336,Llama2,24,Age_22_24,Age_23_24,Male,BM,2a,0,30,1,10,-999,-999,0.5,0.98,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
336,Llama2,24,Age_22_24,Age_23_24,Male,BM,2a,0,0.5,1,10,-999,-999,0.6,0.7,0.8,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
336,Llama2,24,Age_22_24,Age_23_24,Male,BM,2a,0,1.5,1,0.1,-999,-999,0.8,1,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
336,Llama2,24,Age_22_24,Age_23_24,Male,BM,2a,0,70,1,10,-999,-999,0.85,0.95,0.35,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
337,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,0.4,1,0.1,-999,-999,0.7,0.5,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
337,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,1,45,1,10,-999,-999,0.85,0.75,0.6,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
337,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,1.5,1,10,-999,-999,0.87,0.85,0.36,0.64,-999,-999,-999,-999,-999,-999,-999,-999,-999
337,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.88,0.85,0.63,0.67,-999,-999,-999,-999,-999,-999,-999,-999,-999
338,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,1,0.1,-999,-999,0.6,0.9,0.7,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
338,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,1,0.45,1,10,-999,-999,0.73,0.76,0.92,0.89,-999,-999,-999,-999,-999,-999,-999,-999,-999
338,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,0,70,1,10,-999,-999,0.8,0.9,0.6,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
338,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,0,30,0,25,-999,-999,0.8,0.75,0.6,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999
339,Llama2,22,Age_22_24,Age_20_22,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.65,0.95,0.7,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
339,Llama2,22,Age_22_24,Age_20_22,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.7,0.8,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
339,Llama2,22,Age_22_24,Age_20_22,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.73,0.56,0.86,0.58,-999,-999,-999,-999,-999,-999,-999,-999,-999
339,Llama2,22,Age_22_24,Age_20_22,Female,BM,1b,0,60,1,10,-999,-999,0.85,0.95,0.45,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
340,Llama2,40,Age_34_41,Age_36_40,Female,BM,2a,0,-999,1,10,-999,-999,0.05,0.6,0.3,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
340,Llama2,40,Age_34_41,Age_36_40,Female,BM,2a,0,1.5,1,0.1,-999,-999,0.8,0.6,0.37,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999
340,Llama2,40,Age_34_41,Age_36_40,Female,BM,2a,0,0.5,0,0.05,-999,-999,0.83,0.65,0.7,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
340,Llama2,40,Age_34_41,Age_36_40,Female,BM,2a,0,1,1,0.1,-999,-999,0.85,0.7,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
341,Llama2,30,Age_29_33,Age_30_35,Female,BM,2a,0,1,1,0.1,-999,-999,0.5,0.6,0.8,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
341,Llama2,30,Age_29_33,Age_30_35,Female,BM,2a,0,-999,1,10,-999,-999,0.5,0.8,0.4,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
341,Llama2,30,Age_29_33,Age_30_35,Female,BM,2a,0,50,1,10,-999,-999,0.8,0.7,0.6,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
341,Llama2,30,Age_29_33,Age_30_35,Female,BM,2a,0,1,1,0.1,-999,-999,0.85,0.7,0.6,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
342,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1.3,0,0.4,-999,-999,0.75,1,0.86,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999
342,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,3.45,1,0.1,-999,-999,0.75,0.9,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
342,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1.5,1,0.1,-999,-999,0.75,0.85,0.6,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
342,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,50,1,10,-999,-999,0.8,0.7,0.6,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
343,Llama2,33,Age_29_33,Age_30_35,Female,BM,1b,0,70,0,20,-999,-999,0.42,0.58,0.36,0.69,-999,-999,-999,-999,-999,-999,-999,-999,-999
343,Llama2,33,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.6,0.5,0.7,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
343,Llama2,33,Age_29_33,Age_30_35,Female,BM,1b,0,50,1,10,-999,-999,0.8,0.95,0.6,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
343,Llama2,33,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.95,0.85,0.75,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
344,Llama2,29,Age_29_33,Age_25_29,Female,PE,2b,0,10,1,90,-999,-999,0.4,0.75,0.3,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
344,Llama2,29,Age_29_33,Age_25_29,Female,PE,2b,0,0.5,1,0.9,-999,-999,0.65,0.8,0.3,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
344,Llama2,29,Age_29_33,Age_25_29,Female,PE,2b,0,0.3,0,0.75,-999,-999,0.75,0.85,0.45,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
344,Llama2,29,Age_29_33,Age_25_29,Female,PE,2b,0,30,1,90,-999,-999,0.75,0.8,0.6,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999
345,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.5,0,0.05,-999,-999,0.7,0.8,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
345,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.8,0.6,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
345,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.5,0,0.05,-999,-999,0.8,1,0.67,0.44,-999,-999,-999,-999,-999,-999,-999,-999,-999
345,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,1.5,1,0.1,-999,-999,0.9,0.95,0.8,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
346,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.4,1,0.9,-999,-999,0.7,0.8,0.7,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
346,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.4,1,0.9,-999,-999,0.8,0.7,0.7,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
346,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.1,1,0.9,-999,-999,0.8,0.8,0.6,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
346,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,50,1,90,-999,-999,0.85,0.65,0.45,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
347,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.5,1,0.9,-999,-999,0.7,0.8,0.6,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
347,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,10,1,90,-999,-999,0.7,0.85,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
347,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.1,1,0.9,-999,-999,0.84,0.85,0.76,0.83,-999,-999,-999,-999,-999,-999,-999,-999,-999
347,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.1,1,0.9,-999,-999,0.85,0.75,0.82,0.63,-999,-999,-999,-999,-999,-999,-999,-999,-999
348,Llama2,49,Age_42_65,Age_41_65,Male,BM,2a,0,0.85,0,0.9,-999,-999,0.7,0.3,0.6,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
348,Llama2,49,Age_42_65,Age_41_65,Male,BM,2a,0,1.5,1,10,-999,-999,0.7,0.8,0.6,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
348,Llama2,49,Age_42_65,Age_41_65,Male,BM,2a,0,1.5,1,0.1,-999,-999,0.8,0.7,0.8,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
348,Llama2,49,Age_42_65,Age_41_65,Male,BM,2a,0,-999,1,10,-999,-999,0.8,1,0.56,0.97,-999,-999,-999,-999,-999,-999,-999,-999,-999
349,Llama2,27,Age_25_28,Age_25_29,Female,BM,1b,0,0.4,1,10,-999,-999,0.6,0.8,0.3,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
349,Llama2,27,Age_25_28,Age_25_29,Female,BM,1b,0,0.95,0,5,-999,-999,0.74,0.68,0.7,0.63,-999,-999,-999,-999,-999,-999,-999,-999,-999
349,Llama2,27,Age_25_28,Age_25_29,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.76,0.95,0.83,0.78,-999,-999,-999,-999,-999,-999,-999,-999,-999
349,Llama2,27,Age_25_28,Age_25_29,Female,BM,1b,0,0.5,1,0.1,-999,-999,0.9,0.95,0.75,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
350,Llama2,19,Age_19,Age_19,Male,PE,2b,0,50,1,90,-999,-999,0.65,0.85,0.4,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
350,Llama2,19,Age_19,Age_19,Male,PE,2b,0,50,1,0.9,-999,-999,0.7,0.9,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
350,Llama2,19,Age_19,Age_19,Male,PE,2b,0,35,1,90,-999,-999,0.75,0.85,0.65,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
350,Llama2,19,Age_19,Age_19,Male,PE,2b,0,0.1,1,0.9,-999,-999,1,0.75,1,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
351,Llama2,22,Age_22_24,Age_20_22,Male,BM,2a,0,1.85,0,0.2,-999,-999,0.45,0.6,0.3,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
351,Llama2,22,Age_22_24,Age_20_22,Male,BM,2a,0,50,1,10,-999,-999,0.75,0.65,0.8,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
351,Llama2,22,Age_22_24,Age_20_22,Male,BM,2a,0,1.5,1,0.1,-999,-999,0.85,0.85,0.75,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
351,Llama2,22,Age_22_24,Age_20_22,Male,BM,2a,0,0.5,1,0.1,-999,-999,1,0.6,0.8,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
352,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,40,1,10,-999,-999,0.6,0.75,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
352,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,40,1,10,-999,-999,0.6,0.8,0.7,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
352,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,40,1,10,-999,-999,0.9,0.95,0.75,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
352,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,40,1,10,-999,-999,0.91,0.85,0.83,0.67,-999,-999,-999,-999,-999,-999,-999,-999,-999
353,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.78,0.86,0.69,0.74,-999,-999,-999,-999,-999,-999,-999,-999,-999
353,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,1,5,1,90,-999,-999,0.95,0.8,0.6,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
353,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,0,0.55,1,0.9,-999,-999,0.98,0.96,0.74,0.73,-999,-999,-999,-999,-999,-999,-999,-999,-999
353,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,1,5,1,90,-999,-999,0.98,0.96,0.75,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
354,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.8,0.8,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
354,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,0,50,1,90,-999,-999,0.8,0.7,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
354,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,0,50,1,90,-999,-999,0.8,0.7,0.6,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
354,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.89,0.94,0.75,0.83,-999,-999,-999,-999,-999,-999,-999,-999,-999
355,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,0,20,0,1.9,-999,-999,0.6,0.8,0.7,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999
355,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,0,0.2,0,1,-999,-999,0.65,0.65,0.43,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
355,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,0,0.45,1,0.9,-999,-999,0.7,0.85,0.3,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
355,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,0,40,1,90,-999,-999,1,0.8,0.75,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
356,Llama2,19,Age_19,Age_19,Male,PE,1a,1,5,1,90,-999,-999,0.68,0.73,0.42,0.54,-999,-999,-999,-999,-999,-999,-999,-999,-999
356,Llama2,19,Age_19,Age_19,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.75,0.85,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
356,Llama2,19,Age_19,Age_19,Male,PE,1a,0,0.55,1,0.9,-999,-999,0.8,0.7,0.8,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
356,Llama2,19,Age_19,Age_19,Male,PE,1a,0,0.25,1,0.9,-999,-999,0.8,0.9,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
357,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,1,5,1,90,-999,-999,0.73,0.87,0.65,0.74,-999,-999,-999,-999,-999,-999,-999,-999,-999
357,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,0,0.5,1,0.9,-999,-999,0.8,0.7,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
357,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,1,5,1,90,-999,-999,0.8,0.7,0.6,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
357,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,1,5,1,90,-999,-999,0.8,0.9,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
358,Llama2,21,Age_20_21,Age_20_22,Female,BM,2a,0,1.5,1,0.1,-999,-999,0.67,0.43,0.8,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
358,Llama2,21,Age_20_21,Age_20_22,Female,BM,2a,0,50,1,10,-999,-999,0.7,0.9,0.8,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
358,Llama2,21,Age_20_21,Age_20_22,Female,BM,2a,1,0.45,1,0.1,-999,-999,0.85,0.95,0.7,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
358,Llama2,21,Age_20_21,Age_20_22,Female,BM,2a,1,0.45,1,10,-999,-999,0.87,0.99,0.6,0.99,-999,-999,-999,-999,-999,-999,-999,-999,-999
359,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,0,90,1,90,-999,-999,0.74,0.76,0.8,0.55,-999,-999,-999,-999,-999,-999,-999,-999,-999
359,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,0,9,1,90,-999,-999,0.75,0.85,0.35,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
359,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,0,0.99,1,0.9,-999,-999,0.78,0.62,0.34,0.56,-999,-999,-999,-999,-999,-999,-999,-999,-999
359,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,1,5,1,90,-999,-999,0.8,0.6,0.7,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
360,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,90,1,10,-999,-999,0.65,0.85,0.4,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
360,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.4,1,0.1,-999,-999,0.8,0.95,0.7,0.35,-999,-999,-999,-999,-999,-999,-999,-999,-999
360,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,-999,0,-999,-999,-999,0.8,0.65,0.8,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
360,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,50,1,10,-999,-999,0.9,0.95,0.75,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
361,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,0,0.2,1,90,-999,-999,0.5,0.7,0.9,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
361,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,0,0.15,1,0.9,-999,-999,0.67,1,0.89,0.73,-999,-999,-999,-999,-999,-999,-999,-999,-999
